source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url
,-92.8228,49.7805,Affordable Housing on Rourke Avenue,indigenous communities,Municipal Affairs and Housing,"Apartments with 3, 4 bedroom geared towards indigenous low income families","91 Rourke Avenue, Kenora, ON, Canada, P8N 2N6",91,,,
,-78.328728,45.042992,Affordable housing on County Road 21,Seniors,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards seniors with low income,"4977 County Road 21, Haliburton, ON, Canada, K0M1S0",49,,,
,-80.835486,43.320136,Affordable housing on Maria Street,Mixed,Municipal Affairs and Housing,"A former library turned into affordable housing, consisting of eleven- 1 bedroom units.","35 Maria St, Oxford, ON, Canada, N0B 2R0",35,,,
,-80.82117,43.316804,Affordable housing on Maria Street,Seniors,Municipal Affairs and Housing,Apartments  with  1 bedroom units geared towards seniors.,"35 Maria Street, Oxford, ON, Canada, N0B2R0",35,,,
,-80.82117,43.316804,Affordable housing on Maria Street,Seniors,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards seniors.,"35 Maria Street, Oxford, ON, Canada, N0B2R0",35,,,
,-80.841048,43.317463,Affordable Housing on Woodstock Street,Seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"55 Woodstock Street, Oxford, ON, Canada, N0B 2R0",55,,,
,-93.408272,48.61936,Affordable Housing on Eighth Street W,indigenous communities,Municipal Affairs and Housing,Apartment units and house with two bedrooms geared towards people with low income from Indigenous communities,"237 Eighth Street W, Rainy River, ON, Canada, P9A 3G2",23,,,
,-93.399827,48.620794,Affordable housing on Eighth Street,indigenous communities,Municipal Affairs and Housing,Apartments  with  1  2 and 3 bedroom  units geared towards people with low income from Indigenous communities.,"237C Eighth Street W, Rainy River, ON, Canada, P9A3G2",23,,,
,-93.39783,48.61461,"Affordable Housing on Fifth Street, East",homeless,Municipal Affairs and Housing,Apartments with Bachelor bedroom geared towards homeless,"1302 Fifth Street East, Rainy River, ON, Canada, P9A 1T7",13,,,
,-84.32396,46.50786,Affordable Housing on Eighth Street,indigenous communities,Municipal Affairs and Housing,"Apartments with 1, 2, 3 bedroom geared towards indigenous low income families","237 Eighth Street, Rainy River, ON, Canada, P6A 3G2",23,,,
,-93.397827,48.614609,"Affordable Housing on Fifth Street, East",homeless,Municipal Affairs and Housing,Apartments with Bachelor bedroom geared towards homeless,"1302 Fifth Street East, Rainy River, ON, Canada, P9A 1T7",13,,,
,-76.17582,44.32392,Affordable Housing on Hillside Drive,persons with disabilities,Municipal Affairs and Housing,Apartments with 2 bedroom geared towards persons with disabilities,"635 Hillside drive, Leeds and Grenville, ON, Canada, K7G 2E3",63,,,
,-79.470984,44.243097,Affordable Housing on The Queensway South,families,Municipal Affairs and Housing,"Apartment units with bachelor, one bedroom and two bedroom for low income families","17 The Queensway South, York, ON, Canada, L4P 0G2",17,,,
,-79.386174,44.316714,Affordable housing on St George Street,persons with disabilities,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards persons with disabilities.,"22 St George Street, York, ON, Canada, L0E 1L0",22,,,
,-79.374155,44.917868,Affordable Housing on Sharpe Street,Seniors,Municipal Affairs and Housing,Apartment units with one bedroom geared towards Seniors,"141 Sharpe Street, Muskoka, ON, Canada, P1P 1J1",14,,,
,-81.1275,46.423958,Affordable Housing on Hill Road,Seniors,Municipal Affairs and Housing,Apartments with one bedroom and two bedrooms for seniors,"20 Hill Road, Sudbury, ON, Canada, P3Y 0B5",20,,,
,-80.254245,43.535496,Affordable Housing on Bristol Street,mixed,Municipal Affairs and Housing,Apartment units with bachelor and one bedroom for persons with low income ,"187 Bristol Street, Wellington, ON, Canada, N1H 6Y9",18,,,
,-78.4186,45.1758,Affordable Housing on Haliburton County Road 21,families,Municipal Affairs and Housing,"Apartments with 2, 3 bedroom geared towards families with low income","4977 Haliburton County Road 21 Other, Haliburton, ON, Canada, K0M 1S0",49,,,
,-78.4186,45.1758,Affordable Housing on County Road 21,families,Municipal Affairs and Housing,Apartments with 3 bedroom geared towards families with low income,"4977 County Road 21 Highway, Haliburton, ON, Canada, K0M 1S0",49,,,
,-78.4186,45.1758,Affordable Housing on County Road 21,families,Municipal Affairs and Housing,"Apartments with 2, 3 bedroom geared towards families with low income","4977 County Road 21 Highway, Haliburton, ON, Canada, K0M 1S0",49,,,
,-78.4186,45.1758,Affordable Housing on County Road 21,families,Municipal Affairs and Housing,Apartments with 3 bedroom geared towards families with low income,"4977 County Road 21 Highway, Haliburton, ON, Canada, K0M 1S0",49,,,
,-79.809258,43.240097,Affordable housing in Hamilton's east end,families,Municipal Affairs and Housing,"42 new 1 bedroom units, 5 new 2 bedroom units, including 10 barrier-free","1430 Main St E, Hamilton, ON, Canada, L8K 1C3",14,,,
,-79.88103,43.257959,Affordable Housing on Main Street,indigenous communities,Municipal Affairs and Housing,Apartment units with one bedroom and two bedrooms geared towards persons with low income from indigenous communities,"272-274 Main Street, Hamilton, ON, Canada, L8P 1J6",27,,,
,-79.8627,43.2594,Affordable Housing on Mary Street. East,"persons with disabilities, families with low income, families with low income",Municipal Affairs and Housing,"Apartments with 1 bedroom geared towards persons with disabilities, families with low income, families with low income","147 Mary St., Hamilton, ON, Canada, L8L 2A3",14,,,
,-79.217319,45.324622,Affordable Housing on West Street South,,Municipal Affairs and Housing,Apartment units with two bedrooms,"28 West Street South, Muskoka, ON, Canada, P1H 1P3",28,,,
,-80.89443,43.032653,Affordable Housing ,families with low income,Municipal Affairs and Housing,Apartments with 2 bedroom/unit geared towards families with low income,"322/324 King Street West, Oxford, ON, Canada, N5C2K8",32,,,
,-83.928231,46.344153,Affordable housing on Amory Street,persons with disabilities,Municipal Affairs and Housing,Apartments  with  2 bedroom units geared towards persons with disabilities.,"9 Amory Street, Algoma, ON, Canada, P0R 1E0",9,,,
,-78.736689,44.359643,Affordable Housing on Lindsay Street North,homeless,Municipal Affairs and Housing,Apartment units with one bedroom for persons who are chronically homeless,"68 Lindsay Street North, Kawartha Lakes, ON, Canada, K9V 1T7",68,,,
,-78.736807,44.359666,Affordable Housing on Lindsay Street North,homeless,Municipal Affairs and Housing,Apartment units with one bedroom for persons who are chronically homeless,"68 Lindsay Street North, Kawartha Lakes, ON, Canada, K9V 1T7",68,,,
,-78.738418,44.347228,Affordable Housing on Devan Court,persons with disabilities,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards persons with disabilities,"1 Devan Court, Kawartha Lakes, ON, Canada, K9V 3E3",1,,,
,-78.736657,44.35953,Affordable Housing,homeless,Municipal Affairs and Housing,Apartments with 1 bedroom/unit geared towards homeless,"68 Lindsay Street North, Kawartha Lakes, ON, Canada, K9V1T7",68,,,
,-94.4809,49.7567,"Affordable Housing on 6th Avenue, South","persons with disabilities, persons with disabilities, seniors, families with low income, families with low income",Municipal Affairs and Housing,"Apartments with 1, 2, 3, Bachelor bedroom geared towards persons with disabilities, persons with disabilities, seniors, families with low income, families with low income","1, 2, 3, 4, 5, 6-801 6th Avenue South, Kenora, ON, Canada, P9N 1R7","1,",,,
,-94.484359,49.76573,"Affordable Housing on Fifth Avenue, South",persons with disabilities,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards persons with disabilities,"116 Fifth Avenue South, Kenora, ON, Canada, P9N 2A2",11,,,
,-76.522273,44.23057,Affordable Housing on Johnson Street,people with low income from indigenous communities,Municipal Affairs and Housing,House with three bedrooms geared towards people with low income from indigenous communities,"1061 Johnson Street, Frontenac, ON, Canada, K7M 2N3",10,,,
,-76.544854,44.242502,Affordable housing on Scattered Units Autre,people with low income from Indigenous communities,Municipal Affairs and Housing,"Apartments  with  1, 3,  4 bedroom  and bachelor units geared towards people with low income from Indigenous communities.","566 Armstrong Rd. 113, Frontenac, ON, Canada, K7M 8G9",56,,,
,-76.51566,44.233395,Affordable housing on Cliff Crescent,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"40 Cliff Crescent, Frontenac, ON, Canada, K7M1A8",40,,,
,-76.516373,44.231251,Affordable Housing on Cliff Crescent,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"28 Cliff Crescent, Frontenac, ON, Canada, K7M 1A8",28,,,
,-76.499423,44.254086,Affordable Housing on Lyons Street,persons with disabilities,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards persons with disabilities,"35 Lyons. Street, Frontenac, ON, Canada, K7K 4K6",35,,,
,-76.589783,44.252884,Affordable Housing on Milford Drive,homeless,Municipal Affairs and Housing,Apartments with Bachelor bedroom geared towards homeless,"965 Milford Drive, Frontenac, ON, Canada, K7P 1S2",96,,,
,-76.499168,44.254868,Affordable Housing on Lyons Street,persons with disabilities,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards persons with disabilities,"35 Lyons Street, Frontenac, ON, Canada, K7K 0C9",35,,,
,-76.506561,44.232864,Affordable Housing on Brock Street,families with low income,Municipal Affairs and Housing,Apartments with Bachelor bedroom geared towards families with low income,"29-645 Brock Street, Frontenac, ON, Canada, K7L 1V7",29,,,
,-76.49935,44.255483,Affordable Housing ,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom/unit geared towards families with low income,"35 Lyons Street, Frontenac, ON, Canada, K7K4K6",35,,,
,-76.51665,44.234131,Affordable Housing,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom/unit geared towards families with low income,"20 Cliff Crescent, Frontenac, ON, Canada, K7M1A8",20,,,
,-80.447765,43.429492,Affordable Housing on Connaught Street,persons with disabilities,Municipal Affairs and Housing,Apartment units with one bedroom  for people with physical disabilities,"430 Connaught Street, Waterloo, ON, Canada, N2C 1C2",43,,,
,-80.492697,43.447887,Affordable housing on David Street,persons with disabilities,Municipal Affairs and Housing,Apartments  with  1 bedroom units geared towards persons with disabilities.,"35 David Street, Waterloo, ON, Canada, N2G4X7",35,,,
,-80.472803,43.438685,Affordable housing on Sydney ,persons with disabilities and seniors,Municipal Affairs and Housing,Apartments  with  1 and 2 bedroom  units geared towards persons with disabilities and seniors.,"108 Sydney Street South, Waterloo, ON, Canada, N2G3V2",10,,,
,-76.041,44.4039,Affordable Housing on Railway Street,persons with disabilities,Municipal Affairs and Housing,Apartments with 2 bedroom geared towards persons with disabilities,"201 Railway Street, Leeds and Grenville, ON, Canada, K0E 1L0",20,,,
,-81.264445,42.983376,Affordable housing on Riverside Drive,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"129 Riverside Drive, Middlesex, ON, Canada, N6H4R9",12,,,
,-81.314686,42.993558,Affordable housing on Sandbar Street,persons with disabilities,Municipal Affairs and Housing,Apartments  with  bachelor  units geared towards persons with disabilities.,"1166 Sandbar Street, Middlesex, ON, Canada, N6G0G6",11,,,
,-81.248614,42.98367,Affordable housing on Dundas Street,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"189 Dundas Street, Middlesex, ON, Canada, N6A1G4",18,,,
,-81.269262,42.956893,Affordable housing on Commissioners Road,people with low income from Indigenous communities,Municipal Affairs and Housing,Apartments  with  1 and 2 bedroom  units geared towards people with low income from Indigenous communities.,"205 Commissioners Road, Middlesex, ON, Canada, N6J1X9",20,,,
,-81.266681,42.966804,Affordable housing on Tecumseh Avenue,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"77 Tecumseh Avenue West, Middlesex, ON, Canada, N6J1K8",77,,,
,-81.230714,42.989532,Affordable housing on Dundas Street,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"666-668 Dundas Street, Middlesex, ON, Canada, N5W2Y8",66,,,
,-81.242676,42.990528,Affordable housing on Princess Avenue,persons with disabilities and seniors,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with disabilities and seniors.,"380 Princess Avenue, Middlesex, ON, Canada, N6B2A9",38,,,
,-81.281133,42.956444,Affordable housing on Commissioners Road,persons with disabilities,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with disabilities.,"339 Commissioners Road West, Middlesex, ON, Canada, N6J1Y4",33,,,
,-81.323481,43.016419,Affordable housing on Tokala Trail ,persons with disabilities,Municipal Affairs and Housing,Apartments  with  bachelor   units geared towards persons with disabilities.,"2514 Tokala Trail, Middlesex, ON, Canada, N6G0M4",25,,,
,-81.175783,42.975491,Affordable housing on Hamilton Road,persons with disabilities and low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with disabilities and low income.,"1166 Hamilton Road, Middlesex, ON, Canada, N5W 1A9",11,,,
,-81.171821,42.995238,Affordable housing on Clarke Road,persons with disabilities and low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with disabilities and low income.,"193 Clarke Road, Middlesex, ON, Canada, N5W5E5",19,,,
,-81.21282,43.02064,Affordable housing on Huron Street,persons with disabilities and low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with disabilities and low income,"1461 Huron Street, Middlesex, ON, Canada, N5V3A4",14,,,
,-78.725467,44.931701,Affordable Housing on Parkside Street,person with physical disabilities,Municipal Affairs and Housing,House with one bedroom geared towards person with physical disabilities,"57 Parkside Street, Haliburton, ON, Canada, K0M 2K0",57,,,
,-78.805385,44.956041,Affordable housing on Parkside Street,seniors,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards seniors.,"57 Parkside Street, Haliburton, ON, Canada, K0M2K0",57,,,
,-79.69825,43.56667,"Affordable Housing on Eglinton Avenue, West",families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"2520 Eglinton Avenue West, Peel, ON, Canada, L5M 0Y4",25,,,
,-79.707121,43.557161,"Affordable Housing on Eglinton Avenue, West",families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"2560 Eglinton Avenue West, Peel, ON, Canada, L5M 0Y3",25,,,
,-79.6459,43.5852,Affordable Housing on Brickstone Mews,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"4011 Brickstone Mews Other, Peel, ON, Canada, L5B 0J7",40,,,
,-76.2388,45.2031,Affordable Housing on Country Street,"persons with disabilities, families with low income, homeless youth",Municipal Affairs and Housing,"Apartments with 1, Bachelor bedroom geared towards persons with disabilities, families with low income, homeless youth","411 Country Street, Lanark, ON, Canada, K0A 1A0",41,,,
,-79.498509,44.042892,Affordable housing on Yonge Street,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"16580 Yonge Street, York, ON, Canada, L3X 2N8",16,,,
,-79.072273,43.105595,Affordable Housing on Huron Street,persons with disabilities,Municipal Affairs and Housing,Apartment units with one bedroom  for people with mental health issues,"4750 Huron Street, Niagara, ON, Canada, L2E 2H9",47,,,
,-88.26153,49.01652,Affordable Housing on Bell Street,seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"175 Bell Street, Thunder Bay, ON, Canada, P0T 2J0",17,,,
,-80.308009,42.824153,Affordable Housing on Queen Street South,seniors and families with low income,Municipal Affairs and Housing,Row housing consisting of one bedroom and two bedroom units geared towards seniors and families with low income,"410 Queen Street South, Haldimand-Norfolk, ON, Canada, N3Y 4S3",41,,,
,-80.315518,42.843697,Affordable Housing on Queen Street North,persons with disabilities,Municipal Affairs and Housing,Row housing with one bedroom for persons with disabilities and low income,"364 Queen Street North, Haldimand-Norfolk, ON, Canada, N3Y 3Z2",36,,,
,-80.304771,42.832694,Affordable housing on Dean Street,persons with disabilities,Municipal Affairs and Housing,Apartments  with  1 bedroom and bachelor units geared towards persons with disabilities.,"203 John Street, Haldimand-Norfolk, ON, Canada, N3Y 2Y5",20,,,
,-79.44039,46.27909,Affordable Housing on Marshall Park Drive,families with low income,Municipal Affairs and Housing,"Apartments with 1, 2 bedroom geared towards families with low income","4 Marshall Park Drive, Nipissing, ON, Canada, P1A 2N9",4,,,
,-79.440392,46.279091,Affordable Housing on Marshall Park Drive,families with low income,Municipal Affairs and Housing,"Apartments with 1, Bachelor bedroom geared towards families with low income","4 Marshall Park Drive, Nipissing, ON, Canada, P1A 2N9",4,,,
,-80.443778,43.304888,Affordable housing on Northumberland Street,persons with disabilities,Municipal Affairs and Housing,Apartments  with  bachelor  units geared towards persons with disabilities.,"123 Northumberland Street, Waterloo, ON, Canada, N0B1E0",12,,,
,-81.537701,43.18991,Affordable housing on Craig Street,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"111 Craig Street, Middlesex, ON, Canada, N0M1A0",11,,,
,-79.687053,43.447167,Affordable Housing on Speers Road,mixed,Municipal Affairs and Housing,Apartment units with one bedroom  for people with low income.,"65 Speers Road, Halton, ON, Canada, L4L 5Y7",65,,,
,-79.7743,43.4348,Affordable Housing on Old Bronte Road,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"2490 Old Bronte Road, Halton, ON, Canada, L6M 4J2",24,,,
,-79.70884,43.42733,Affordable Housing on Speers Road,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"55 Speers Road, Halton, ON, Canada, L6K 0H9",55,,,
,-79.7743,43.4348,Affordable Housing on Old Bronte Road,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"2086 Old Bronte Road, Halton, ON, Canada, L6M 4J2",20,,,
,-79.7743,43.4348,Affordable Housing on Old Bronte Road,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"2490 Old Bronte Road, Halton, ON, Canada, L6M 4J2",24,,,
,-79.6973,43.4148,Affordable Housing on Sedgewick Crescent,seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"1285 Sedgewick Crescent, Halton, ON, Canada, L6L 1X7",12,,,
,-89.726349,48.430969,Affordable Housing on Hill Street,seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"14 Hill Street, Thunder Bay, ON, Canada, P0T 1W0",14,,,
,-89.726349,48.430969,Affordable Housing on Hill Street,seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"10 Hill Street, Thunder Bay, ON, Canada, P0T 1W0",10,,,
,-80.09958,43.90979,Affordable Housing on Lawrence Avenue,families with low income,Municipal Affairs and Housing,Apartments with 2 bedroom geared towards families with low income,"54 Lawrence Avenue, Dufferin, ON, Canada, L9W 7P4",54,,,
,-80.099579,43.90979,Affordable Housing on Lawrence Avenue,seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"54 Lawrence Avenue, Dufferin, ON, Canada, L9W 7P4",54,,,
,-78.84279,43.89718,Affordable housing on Ritson Road,persons with disabilities and low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with disabilities and low income,"1658 Ritson Road North, Durham, ON, Canada, L1H6A3",16,,,
,-78.86937,43.935829,Affordable Housing on Ritson Road,seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"1658 Ritson Road, Durham, ON, Canada, L1H 7K5",16,,,
,-78.844301,43.899771,"Affordable Housing on Ritson Road, North",seniors,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards seniors,"1658 Ritson Road North, Durham, ON, Canada, L1H 6A3",16,,,
,-78.871669,43.893177,Affordable Housing,indigenous communities,Municipal Affairs and Housing,"Apartments with 1, 2 bedroom/unit geared towards indigenous low income families","109 Park Road South, Durham, ON, Canada, L1J4G7",10,,,
,-78.861821,43.894676,Affordable Housing ,homeless,Municipal Affairs and Housing,"Apartments with bachelor, 1 bedroom/unit geared towards homeless","121 Simcoe Street, Durham, ON, Canada, L1H4G7",12,,,
,-75.635068,45.443657,Affordable housing on Den Haag Drive,homeless,Municipal Affairs and Housing,"74 housing units in an 8-storey apartment building (1-3 bedrooms), plus ten 4-bedroom townhouses for those with low income, disability and at risk of homelessness","140 Den Haag Dr, Ottawa, ON, Canada, K1K 1V1",74,,,
,-75.502244,45.48438,Affordable housing on Eric Czapnik Way,indigenous communities,Municipal Affairs and Housing,Wigwamen Incorporated owns/operates the 41 units (2 accessible) and partners with Minwaashin Lodge to provide services and programs,"205 Eric Czapnik Way, Ottawa, ON, Canada, K1C 0A2",20,,,
,-75.636301,45.406466,Affordable housing on Pullen Avenue,persons with disabilities,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards persons with disabilities.,"1604 Pullen Avenue, Ottawa, ON, Canada, K1G 0N7",16,,,
,-75.727577,45.377967,Affordable housing on Summerville Avenue,persons with low income,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with low income.,"1239 Summerville Avenue, Ottawa, ON, Canada, K1Z8G6",12,,,
,-75.694596,45.429911,Affordable housing on Cambridge Street,persons with low income,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards persons with low income.,"308 Cambridge Street, Ottawa, ON, Canada, K1N7B4",30,,,
,-75.674338,45.383096,Affordable housing on Clementine Boulevard,persons with disabilities,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards persons with disabilities.,"1486 Clementine Boulevard, Ottawa, ON, Canada, K1H8E9",14,,,
,-75.542222,45.462835,Affordable housing on St. Joseph Boulevard,persons with disabilities,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards persons with disabilities.,"1900 St. Joseph Boulevard, Ottawa, ON, Canada, K1C1E4",19,,,
,-75.761743,45.267832,Affordable housing on Via Verona Avenue,persons with low income,Municipal Affairs and Housing,Apartments  with  1  2 and 3 bedroom  units geared towards persons with low income.,"455 Via Verona Avenue North, Ottawa, ON, Canada, K2J5X9",45,,,
,-75.800756,45.353476,Affordable housing on Michele Drive,persons with low income,Municipal Affairs and Housing,Apartments  with   4 bedroom and bachelor  units geared towards persons with low income.,"2926 Michele Drive, Ottawa, ON, Canada, K2B7P2",29,,,
,-75.746708,45.282623,Affordable housing on Via Verona Avenue,persons with low income,Municipal Affairs and Housing,Apartments  with  1  2 and 3 bedroom  units geared towards persons with low income.,"455 Via Verona Avenue, Ottawa, ON, Canada, K2J5X9",45,,,
,-75.73319,45.383476,Affordable housing on Merivale Road,seniors,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards seniors.,"42-900 Marivale Road North, Ottawa, ON, Canada, K1Z5Z8",42,,,
,-75.729951,45.408169,Affordable housing on Carruthers Avenue,persons with low income,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards persons with low income.,"55-59 Carruthers Avenue North, Ottawa, ON, Canada, K1Y1N3",55,,,
,-75.67902,45.35096,Affordable housing on Uplands Drive,persons with disabilities and low income,Municipal Affairs and Housing,"Apartments  with  3,   4 bedroom  units geared towards persons with disabilities and low income.","3225 Uplands Drive, Ottawa, ON, Canada, K1V9V2",32,,,
,-75.689951,45.370778,Affordable housing on Riverside Drive,youth,Municipal Affairs and Housing,Apartments  with   2 bedroom and bachelor units geared towards youth.,"2887 Riverside Drive, Ottawa, ON, Canada, K1V8N4",28,,,
,-75.700037,45.399564,Affordable housing on Cambridge Street,persons with disabilities and seniors,Municipal Affairs and Housing,Apartments  with  1 bedroom  units geared towards persons with disabilities and seniors.,"567 Cambridge Street South, Ottawa, ON, Canada, K1S4J5",56,,,
,-75.63819,45.44388,Affordable housing on Montreal Road,people experiencing homelessness,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards people experiencing homelessness.,"765 Montreal Road, Ottawa, ON, Canada, K1K0S9",76,,,
,-75.66504,45.43204,Affordable housing on Gardner Street,people with low income  ,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards people with low income  ,"318-322 Gardner Street, Ottawa, ON, Canada, K1L7V7",31,,,
,-75.752513,45.387276,Affordable Housing on Princeton Avenue,homeless,Municipal Affairs and Housing,Apartments with Bachelor bedroom geared towards homeless,"373 Princeton Avenue, Ottawa, ON, Canada, K2A 4E1",37,,,
,-75.541633,45.463124,Affordable Housing on St. Joseph Boulevard,homeless,Municipal Affairs and Housing,Apartments with Bachelor bedroom geared towards homeless,"1900 St. Joseph Boulevard, Ottawa, ON, Canada, K1C 7K4",19,,,
,-75.700037,45.400559,Affordable Housing,seniors,Municipal Affairs and Housing,"Apartments with 1, bachelor bedroom/unit geared towards seniors","567 Cambridge Avenue South, Ottawa, ON, Canada, K1S4J5",56,,,
,-80.924112,44.586636,Affordable Housing,persons with disabilities,Municipal Affairs and Housing,Apartments with 1 bedroom/unit geared towards persons with disabilities,"2239 8th Avenue East, Grey, ON, Canada, N0N0N0",22,,,
,-80.923983,44.58686,Affordable Housing ,persons with disabilities,Municipal Affairs and Housing,Apartments with 1 bedroom/unit geared towards persons with disabilities,"2239 8th Avenue East, Grey, ON, Canada, N4K0H4",22,,,
,-80.924154,44.586116,Affordable Housing,"persons with disabilities, families with low income",Municipal Affairs and Housing,"Apartments with 1, 2 bedroom/unit geared towards persons with disabilities, families with low income","2239 8th Avenue East, Grey, ON, Canada, N4K0H4",22,,,
,-80.924154,44.586116,Affordable Housing,"persons with disabilities, families with low income",Municipal Affairs and Housing,"Apartments with 1, 2 bedroom/unit geared towards persons with disabilities, families with low income","2239 8th Avenue  East, Grey, ON, Canada, N4K0H4",22,,,
,-80.924112,44.586208,Affordable Housing,seniors,Municipal Affairs and Housing,Apartments with 1 bedroom/unit geared towards seniors,"2239 8th Avenue East, Grey, ON, Canada, N4K0H4",22,,,
,-80.03539,45.349028,Affordable housing on Gibson Street,persons with low income,Municipal Affairs and Housing,Apartments  with  bachelor units geared towards persons with low income.,"82 Gibson Street, Parry Sound, ON, Canada, P2A1X5",82,,,
,-79.63325,43.58909,Affordable Housing on Elm Drive West,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"33 Elm Drive West, Peel, ON, Canada, L5B 4M2",33,,,
,-79.6459,43.5852,Affordable Housing on Brickstone Mews,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"4011 Brickstone Mews Other, Peel, ON, Canada, L5B 0J7",40,,,
,-79.6459,43.5852,Affordable Housing on Brickstone Mews,families with low income,Municipal Affairs and Housing,Apartments with 1 bedroom geared towards families with low income,"4011 Brickstone Mews Other, Peel, ON, Canada, L5B 0J7",40,,,
,-79.91963,44.767797,Affordable Housing on Thompsons Road,persons with disabilities,Municipal Affairs and Housing,Apartment units with one bedroom and two bedrooms for seniors and persons with mental health issues,"101 Thompsons Road, Simcoe, ON, Canada, L9M 0V3",10,,,
,-76.25348,44.90868,"Affordable Housing on Harris Street, North",families with low income,Municipal Affairs and Housing,Apartments with 2 bedroom geared towards families with low income,"36 Harris Street North, Perth, ON, Canada, K7H 2X7",36,,,
,-77.27001,45.90134,Affordable Housing on Victoria Street,"persons with disabilities, seniors",Municipal Affairs and Housing,"Apartments with 1, 2, Single Bed bedroom geared towards persons with disabilities, seniors","1145 Victoria Street, Renfrew, ON, Canada, K8H 2E6",11,,,
,-78.316812,44.284858,Affordable Housing on Jane Street,persons with learning and development disabilities,Municipal Affairs and Housing,Apartment units with one bedroom and two bedrooms geared towards persons with learning and development disabilities,"732/736 Jane Street, Peterborough, ON, Canada, K9J 3A8",73,,,
,-78.326439,44.297862,Affordable Housing on Rubidge Street (400 Wolfe Street),mixed,Municipal Affairs and Housing,Apartment units with bachelor and one bedroom for people with low income.,"165 Rubidge Street (400 Wolfe Street), Peterborough, ON, Canada, K9J 7X7",16,,,
,-78.326439,44.297862,Affordable Housing on Rubidge Street,persons with disabilities,Municipal Affairs and Housing,Apartment units bachelor for persons with disabilities,"165 Rubidge Street, Peterborough, ON, Canada, K9J 7X7",16,,,
,-78.32262,44.313746,Affordable Housing on Edinburgh Street,Seniors and person with low income,Municipal Affairs and Housing,Apartment units with one bedroom geared towards Seniors and person with low income,"188  198 Edinburgh Street, Peterborough, ON, Canada, K9H 3E2",18,,,
